instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
295,2011-10-22,4,0,10,0,6,0,1,17.3,21.3,62.9,6.2,1499,2809,4308
296,2011-10-23,4,0,10,0,0,0,1,17.3,21.1,74.1,6.7,1619,2762,4381
297,2011-10-24,4,0,10,0,1,1,1,19.0,22.9,77.2,8.0,699,3488,4187
298,2011-10-25,4,0,10,0,2,1,1,19.3,23.2,62.3,11.2,695,3992,4687
299,2011-10-26,4,0,10,0,3,1,2,19.9,23.6,72.0,10.0,404,3490,3894
300,2011-10-27,4,0,10,0,4,1,2,19.3,22.9,81.3,13.3,240,2419,2659
301,2011-10-28,4,0,10,0,5,1,2,13.6,15.9,58.6,15.4,456,3291,3747
302,2011-10-29,4,0,10,0,6,0,3,10.4,11.4,88.2,23.5,57,570,627
303,2011-10-30,4,0,10,0,0,0,1,13.1,16.1,62.4,11.8,885,2446,3331
304,2011-10-31,4,0,10,0,1,1,1,13.9,17.8,70.3,7.1,362,3307,3669
305,2011-11-01,4,0,11,0,2,1,1,16.4,19.9,68.4,9.1,410,3658,4068
306,2011-11-02,4,0,11,0,3,1,1,15.5,19.5,71.9,5.5,370,3816,4186
307,2011-11-03,4,0,11,0,4,1,1,16.7,20.3,70.2,9.2,318,3656,3974
308,2011-11-04,4,0,11,0,5,1,2,16.5,20.2,62.3,18.2,470,3576,4046
309,2011-11-05,4,0,11,0,6,0,1,13.4,16.2,51.9,12.7,1156,2770,3926
310,2011-11-06,4,0,11,0,0,0,1,14.3,18.1,73.5,6.2,952,2697,3649
311,2011-11-07,4,0,11,0,1,1,1,16.2,20.0,75.9,3.8,373,3662,4035
312,2011-11-08,4,0,11,0,2,1,1,16.7,20.6,72.2,4.6,376,3829,4205
313,2011-11-09,4,0,11,0,3,1,1,16.4,20.5,75.8,4.2,305,3804,4109
314,2011-11-10,4,0,11,0,4,1,2,15.6,18.7,81.3,12.7,190,2743,2933
315,2011-11-11,4,0,11,1,5,0,1,13.3,15.3,44.6,21.1,440,2928,3368
316,2011-11-12,4,0,11,0,6,0,1,14.6,17.9,55.3,14.2,1275,2792,4067
317,2011-11-13,4,0,11,0,0,0,1,18.1,21.5,45.8,18.9,1004,2713,3717
318,2011-11-14,4,0,11,0,1,1,1,21.7,26.2,58.7,20.5,595,3891,4486
319,2011-11-15,4,0,11,0,2,1,2,21.7,25.4,68.9,13.4,449,3746,4195
320,2011-11-16,4,0,11,0,3,1,3,18.7,22.6,93.0,9.2,145,1672,1817
321,2011-11-17,4,0,11,0,4,1,2,14.0,16.2,57.6,20.5,139,2914,3053
322,2011-11-18,4,0,11,0,5,1,1,11.2,13.6,41.0,11.3,245,3147,3392
323,2011-11-19,4,0,11,0,6,0,1,13.5,16.2,50.2,15.0,943,2720,3663
324,2011-11-20,4,0,11,0,0,0,2,19.0,22.9,68.5,12.5,787,2733,3520
325,2011-11-21,4,0,11,0,1,1,3,18.3,22.3,91.0,9.2,220,2545,2765
326,2011-11-22,4,0,11,0,2,1,3,17.1,21.1,96.2,8.0,69,1538,1607
327,2011-11-23,4,0,11,0,3,1,2,18.1,21.5,75.8,22.5,112,2454,2566
328,2011-11-24,4,0,11,1,4,0,1,15.3,18.6,54.9,11.2,560,935,1495
329,2011-11-25,4,0,11,0,5,1,1,15.4,19.0,64.4,6.6,1095,1697,2792
330,2011-11-26,4,0,11,0,6,0,1,15.4,19.3,68.2,4.6,1249,1819,3068
331,2011-11-27,4,0,11,0,0,0,1,18.8,22.8,69.8,14.0,810,2261,3071
332,2011-11-28,4,0,11,0,1,1,1,20.6,24.5,74.3,9.5,253,3614,3867
333,2011-11-29,4,0,11,0,2,1,2,18.8,22.6,83.1,17.3,96,2818,2914
334,2011-11-30,4,0,11,0,3,1,1,13.3,15.6,61.3,18.2,188,3425,3613
335,2011-12-01,4,0,12,0,4,1,1,12.8,15.3,52.5,14.8,182,3545,3727
336,2011-12-02,4,0,12,0,5,1,1,12.9,16.6,62.6,6.8,268,3672,3940
337,2011-12-03,4,0,12,0,6,0,1,12.3,15.5,61.3,6.4,706,2908,3614
338,2011-12-04,4,0,12,0,0,0,1,13.6,17.5,77.6,5.6,634,2851,3485
339,2011-12-05,4,0,12,0,1,1,2,15.8,19.7,82.7,4.2,233,3578,3811
340,2011-12-06,4,0,12,0,2,1,3,19.0,22.8,95.0,15.6,126,2468,2594
341,2011-12-07,4,0,12,0,3,1,3,16.8,20.0,97.0,17.8,50,655,705
342,2011-12-08,4,0,12,0,4,1,1,10.9,12.8,58.0,16.1,150,3172,3322
343,2011-12-09,4,0,12,0,5,1,1,11.9,15.9,69.6,5.5,261,3359,3620
344,2011-12-10,4,0,12,0,6,0,1,11.3,13.3,50.7,15.6,502,2688,3190
345,2011-12-11,4,0,12,0,0,0,1,9.1,12.7,49.0,4.5,377,2366,2743
346,2011-12-12,4,0,12,0,1,1,1,9.8,13.5,67.1,4.3,143,3167,3310
347,2011-12-13,4,0,12,0,2,1,1,11.6,15.1,59.0,9.4,155,3368,3523
348,2011-12-14,4,0,12,0,3,1,2,13.0,16.9,66.4,4.1,178,3562,3740
349,2011-12-15,4,0,12,0,4,1,2,17.3,20.6,63.4,18.0,181,3528,3709
350,2011-12-16,4,0,12,0,5,1,2,15.4,18.0,50.0,17.5,178,3399,3577
351,2011-12-17,4,0,12,0,6,0,2,10.6,12.5,56.1,16.3,275,2464,2739
352,2011-12-18,4,0,12,0,0,0,1,9.8,12.3,58.6,11.4,220,2211,2431
353,2011-12-19,4,0,12,0,1,1,1,11.3,14.0,63.7,11.6,260,3143,3403
354,2011-12-20,4,0,12,0,2,1,2,15.8,19.8,59.5,4.1,216,3534,3750
355,2011-12-21,1,0,12,0,3,1,2,17.6,21.4,85.8,14.8,107,2553,2660
356,2011-12-22,1,0,12,0,4,1,2,17.4,21.3,75.8,3.2,227,2841,3068
357,2011-12-23,1,0,12,0,5,1,1,15.3,18.9,68.6,18.4,163,2046,2209
358,2011-12-24,1,0,12,0,6,0,1,12.4,15.0,54.2,12.8,155,856,1011
359,2011-12-25,1,0,12,0,0,0,1,11.3,14.0,68.1,10.4,303,451,754
360,2011-12-26,1,0,12,1,1,0,1,13.2,15.8,50.7,16.0,430,887,1317
361,2011-12-27,1,0,12,0,2,1,2,13.3,16.4,76.2,12.6,103,1059,1162
362,2011-12-28,1,0,12,0,3,1,1,12.3,14.0,50.4,19.7,255,2047,2302
363,2011-12-29,1,0,12,0,4,1,1,10.2,13.2,57.4,8.0,254,2169,2423
364,2011-12-30,1,0,12,0,5,1,1,12.8,15.9,63.7,9.0,491,2508,2999
365,2011-12-31,1,0,12,0,6,0,1,16.8,20.7,61.6,14.8,665,1820,2485
366,2012-01-01,1,1,1,0,0,0,1,15.2,18.8,69.2,12.9,686,1608,2294
367,2012-01-02,1,1,1,1,1,0,1,11.2,12.6,38.1,22.1,244,1707,1951
368,2012-01-03,1,1,1,0,2,1,1,6.1,6.3,44.1,24.5,89,2147,2236
369,2012-01-04,1,1,1,0,3,1,2,4.4,6.0,41.5,12.4,95,2273,2368
370,2012-01-05,1,1,1,0,4,1,1,10.9,13.9,52.4,8.7,140,3132,3272
371,2012-01-06,1,1,1,0,5,1,1,13.7,17.0,54.2,11.2,307,3791,4098
372,2012-01-07,1,1,1,0,6,0,1,16.1,19.5,53.2,11.7,1070,3451,4521
373,2012-01-08,1,1,1,0,0,0,1,13.8,17.0,46.5,12.8,599,2826,3425
374,2012-01-09,1,1,1,0,1,1,2,9.2,12.4,70.2,6.6,106,2270,2376
375,2012-01-10,1,1,1,0,2,1,1,12.7,15.9,64.7,12.6,173,3425,3598
376,2012-01-11,1,1,1,0,3,1,2,11.2,14.1,84.8,8.8,92,2085,2177
377,2012-01-12,1,1,1,0,4,1,2,15.7,19.1,80.3,12.1,269,3828,4097
378,2012-01-13,1,1,1,0,5,1,1,11.2,12.5,50.7,25.3,174,3040,3214
379,2012-01-14,1,1,1,0,6,0,1,7.4,9.2,45.8,12.5,333,2160,2493
380,2012-01-15,1,1,1,0,0,0,1,6.8,8.1,41.9,16.8,284,2027,2311
381,2012-01-16,1,1,1,1,1,0,1,7.8,9.5,52.2,15.5,217,2081,2298
382,2012-01-17,1,1,1,0,2,1,2,15.3,18.2,71.6,23.4,127,2808,2935
383,2012-01-18,1,1,1,0,3,1,1,12.4,13.8,44.3,27.8,109,3267,3376
384,2012-01-19,1,1,1,0,4,1,1,7.8,9.5,49.8,14.8,130,3162,3292
385,2012-01-20,1,1,1,0,5,1,2,8.9,11.0,45.0,13.6,115,3048,3163
386,2012-01-21,1,1,1,0,6,0,2,7.1,8.7,83.1,14.9,67,1234,1301
387,2012-01-22,1,1,1,0,0,0,2,6.7,8.1,79.6,13.4,196,1781,1977
388,2012-01-23,1,1,1,0,1,1,2,9.0,12.2,91.1,7.4,145,2287,2432
389,2012-01-24,1,1,1,0,2,1,1,14.0,17.5,83.6,8.3,439,3900,4339
390,2012-01-25,1,1,1,0,3,1,1,12.1,14.7,64.4,10.8,467,3803,4270
391,2012-01-26,1,1,1,0,4,1,2,14.0,17.8,77.0,4.9,244,3831,4075
392,2012-01-27,1,1,1,0,5,1,2,17.4,20.8,74.1,23.0,269,3187,3456
393,2012-01-28,1,1,1,0,6,0,1,12.9,16.3,54.3,14.1,775,3248,4023
394,2012-01-29,1,1,1,0,0,0,1,11.6,13.6,31.1,16.1,558,2685,3243
395,2012-01-30,1,1,1,0,1,1,1,11.0,13.1,40.1,14.5,126,3498,3624
396,2012-01-31,1,1,1,0,2,1,1,16.0,19.1,41.7,17.5,324,4185,4509
397,2012-02-01,1,1,2,0,3,1,1,19.2,23.3,50.8,12.7,304,4275,4579
398,2012-02-02,1,1,2,0,4,1,2,16.4,19.9,67.3,12.5,190,3571,3761
399,2012-02-03,1,1,2,0,5,1,1,12.8,15.5,52.7,12.0,310,3841,4151
400,2012-02-04,1,1,2,0,6,0,2,10.8,13.6,78.0,8.2,384,2448,2832
401,2012-02-05,1,1,2,0,0,0,2,10.9,13.2,68.8,11.8,318,2629,2947
402,2012-02-06,1,1,2,0,1,1,1,11.6,14.8,62.2,10.3,206,3578,3784
403,2012-02-07,1,1,2,0,2,1,1,14.5,18.1,49.6,9.9,199,4176,4375
404,2012-02-08,1,1,2,0,3,1,2,10.5,13.3,72.3,9.0,109,2693,2802
405,2012-02-09,1,1,2,0,4,1,1,10.9,13.1,56.2,13.0,163,3667,3830
406,2012-02-10,1,1,2,0,5,1,2,11.5,14.7,54.0,7.8,227,3604,3831
407,2012-02-11,1,1,2,0,6,0,3,9.2,10.5,73.1,19.4,192,1977,2169
408,2012-02-12,1,1,2,0,0,0,1,5.2,5.1,46.5,27.4,73,1456,1529
409,2012-02-13,1,1,2,0,1,1,1,9.1,11.4,41.1,11.2,94,3328,3422
410,2012-02-14,1,1,2,0,2,1,2,13.1,16.7,50.9,9.5,135,3787,3922
411,2012-02-15,1,1,2,0,3,1,1,14.3,17.6,53.1,12.2,141,4028,4169
412,2012-02-16,1,1,2,0,4,1,2,13.0,16.5,75.3,6.1,74,2931,3005
413,2012-02-17,1,1,2,0,5,1,1,14.1,17.6,63.5,13.8,349,3805,4154
414,2012-02-18,1,1,2,0,6,0,1,14.2,17.8,53.5,12.8,1435,2883,4318
415,2012-02-19,1,1,2,0,0,0,2,11.5,13.3,51.6,17.0,618,2071,2689
416,2012-02-20,1,1,2,1,1,0,1,11.5,13.7,50.8,15.3,502,2627,3129
417,2012-02-21,1,1,2,0,2,1,1,11.8,14.8,59.4,13.8,163,3614,3777
418,2012-02-22,1,1,2,0,3,1,1,16.2,19.6,56.8,15.7,394,4379,4773
419,2012-02-23,1,1,2,0,4,1,1,18.6,22.2,55.5,12.8,516,4546,5062
420,2012-02-24,1,1,2,0,5,1,2,16.7,20.5,73.8,15.9,246,3241,3487
421,2012-02-25,1,1,2,0,6,0,1,11.9,12.8,39.6,28.3,317,2415,2732
422,2012-02-26,1,1,2,0,0,0,1,11.4,13.4,41.0,13.8,515,2874,3389
423,2012-02-27,1,1,2,0,1,1,1,15.0,17.9,49.1,18.0,253,4069,4322
424,2012-02-28,1,1,2,0,2,1,1,14.7,17.7,39.6,13.0,229,4134,4363
425,2012-02-29,1,1,2,0,3,1,2,14.1,17.4,80.5,12.0,65,1769,1834
426,2012-03-01,1,1,3,0,4,1,1,19.9,23.8,61.5,15.2,325,4665,4990
427,2012-03-02,1,1,3,0,5,1,2,14.5,18.0,65.7,9.7,246,2948,3194
428,2012-03-03,1,1,3,0,6,0,2,17.0,20.7,62.1,10.8,956,3110,4066
429,2012-03-04,1,1,3,0,0,0,1,13.4,15.2,40.3,22.4,710,2713,3423
430,2012-03-05,1,1,3,0,1,1,1,10.0,12.1,50.6,15.3,203,3130,3333
431,2012-03-06,1,1,3,0,2,1,1,10.6,12.8,45.7,13.5,221,3735,3956
432,2012-03-07,1,1,3,0,3,1,1,16.6,19.3,51.3,23.2,432,4484,4916
433,2012-03-08,1,1,3,0,4,1,1,21.6,26.2,56.8,29.6,486,4896,5382
434,2012-03-09,1,1,3,0,5,1,2,16.8,19.9,40.7,27.8,447,4122,4569
435,2012-03-10,1,1,3,0,6,0,1,11.8,13.9,35.0,15.1,968,3150,4118
436,2012-03-11,1,1,3,0,0,0,1,14.8,18.0,47.7,14.9,1658,3253,4911
437,2012-03-12,1,1,3,0,1,1,1,19.1,23.0,48.9,13.9,838,4460,5298
438,2012-03-13,1,1,3,0,2,1,1,23.2,27.1,61.8,15.9,762,5085,5847
439,2012-03-14,1,1,3,0,3,1,1,23.5,27.4,50.7,7.7,997,5315,6312
440,2012-03-15,1,1,3,0,4,1,1,22.9,26.6,58.0,10.0,1005,5187,6192
441,2012-03-16,1,1,3,0,5,1,2,17.9,21.8,84.2,7.6,548,3830,4378
442,2012-03-17,1,1,3,0,6,0,2,21.1,25.3,75.6,7.4,3155,4681,7836
443,2012-03-18,1,1,3,0,0,0,2,19.4,23.2,81.0,8.5,2207,3685,5892
444,2012-03-19,1,1,3,0,1,1,1,22.3,26.6,72.9,10.9,982,5171,6153
445,2012-03-20,1,1,3,0,2,1,1,23.0,26.9,80.8,8.1,1051,5042,6093
446,2012-03-21,2,1,3,0,3,1,2,21.8,25.7,82.1,6.0,1122,5108,6230
447,2012-03-22,2,1,3,0,4,1,1,22.7,26.6,83.1,7.9,1334,5537,6871
448,2012-03-23,2,1,3,0,5,1,2,24.7,28.5,69.4,7.8,2469,5893,8362
449,2012-03-24,2,1,3,0,6,0,2,20.6,24.3,88.5,12.9,1033,2339,3372
450,2012-03-25,2,1,3,0,0,0,2,17.9,21.9,88.1,14.8,1532,3464,4996
451,2012-03-26,2,1,3,0,1,1,1,18.3,21.9,47.8,25.9,795,4763,5558
452,2012-03-27,2,1,3,0,2,1,1,13.3,15.8,29.0,12.5,531,4571,5102
453,2012-03-28,2,1,3,0,3,1,1,19.9,23.5,48.1,19.5,674,5024,5698
454,2012-03-29,2,1,3,0,4,1,1,20.3,24.1,43.9,21.4,834,5299,6133
455,2012-03-30,2,1,3,0,5,1,2,15.2,18.8,58.1,9.3,796,4663,5459
456,2012-03-31,2,1,3,0,6,0,2,17.4,21.1,73.8,16.8,2301,3934,6235
457,2012-04-01,2,1,4,0,0,0,2,17.5,20.9,67.6,11.5,2347,3694,6041
458,2012-04-02,2,1,4,0,1,1,1,17.8,21.4,50.4,20.9,1208,4728,5936
459,2012-04-03,2,1,4,0,2,1,1,19.1,23.1,39.7,6.7,1348,5424,6772
460,2012-04-04,2,1,4,0,3,1,1,22.2,26.7,47.0,12.1,1058,5378,6436
461,2012-04-05,2,1,4,0,4,1,1,17.8,21.6,37.4,14.7,1192,5265,6457
462,2012-04-06,2,1,4,0,5,1,1,16.5,19.5,37.7,20.1,1807,4653,6460
463,2012-04-07,2,1,4,0,6,0,1,17.9,21.3,25.4,18.4,3252,3605,6857
464,2012-04-08,2,1,4,0,0,0,1,20.5,24.6,27.6,15.6,2230,2939,5169
465,2012-04-09,2,1,4,0,1,1,1,20.1,23.8,31.8,24.0,905,4680,5585
466,2012-04-10,2,1,4,0,2,1,1,18.3,21.8,43.5,16.7,819,5099,5918
467,2012-04-11,2,1,4,0,3,1,1,14.3,16.9,47.0,19.8,482,4380,4862
468,2012-04-12,2,1,4,0,4,1,1,16.3,19.4,46.6,19.5,663,4746,5409
469,2012-04-13,2,1,4,0,5,1,1,18.1,21.6,40.8,10.4,1252,5146,6398
470,2012-04-14,2,1,4,0,6,0,1,20.3,24.4,50.3,12.8,2795,4665,7460
471,2012-04-15,2,1,4,0,0,0,1,24.9,28.7,50.8,15.1,2846,4286,7132
472,2012-04-16,2,1,4,1,1,0,1,27.2,30.7,56.2,19.1,1198,5172,6370
473,2012-04-17,2,1,4,0,2,1,1,24.9,29.9,39.0,18.3,989,5702,6691
474,2012-04-18,2,1,4,0,3,1,2,19.0,22.9,56.9,11.3,347,4020,4367
475,2012-04-19,2,1,4,0,4,1,1,20.4,24.7,61.3,4.4,846,5719,6565
476,2012-04-20,2,1,4,0,5,1,1,21.6,25.8,69.5,10.0,1340,5950,7290
477,2012-04-21,2,1,4,0,6,0,1,23.4,27.1,68.3,19.0,2541,4083,6624
478,2012-04-22,2,1,4,0,0,0,3,16.3,19.5,83.5,23.1,120,907,1027
479,2012-04-23,2,1,4,0,1,1,2,13.2,15.1,76.7,20.3,195,3019,3214
480,2012-04-24,2,1,4,0,2,1,1,16.9,20.3,45.4,16.7,518,5115,5633
481,2012-04-25,2,1,4,0,3,1,1,19.5,23.5,42.8,8.0,655,5541,6196
482,2012-04-26,2,1,4,0,4,1,2,20.4,24.2,75.7,11.8,475,4551,5026
483,2012-04-27,2,1,4,0,5,1,1,18.8,22.6,40.1,23.3,1014,5219,6233
484,2012-04-28,2,1,4,0,6,0,2,15.4,18.9,49.0,8.7,1120,3100,4220
485,2012-04-29,2,1,4,0,0,0,1,18.8,22.5,58.7,7.8,2229,4075,6304
486,2012-04-30,2,1,4,0,1,1,2,19.0,22.9,57.0,11.5,665,4907,5572
487,2012-05-01,2,1,5,0,2,1,2,25.1,28.9,66.0,10.5,653,5087,5740
488,2012-05-02,2,1,5,0,3,1,1,23.1,26.9,79.7,9.2,667,5502,6169
489,2012-05-03,2,1,5,0,4,1,2,23.0,26.9,76.8,9.0,764,5657,6421
490,2012-05-04,2,1,5,0,5,1,1,25.7,29.5,73.5,10.9,1069,5227,6296
491,2012-05-05,2,1,5,0,6,0,2,25.5,29.2,75.7,10.3,2496,4387,6883
492,2012-05-06,2,1,5,0,0,0,2,23.1,27.3,74.0,10.0,2135,4224,6359
493,2012-05-07,2,1,5,0,1,1,2,22.0,26.4,66.4,15.5,1008,5265,6273
494,2012-05-08,2,1,5,0,2,1,2,23.8,27.9,68.6,19.8,738,4990,5728
495,2012-05-09,2,1,5,0,3,1,2,23.6,27.7,74.4,14.5,620,4097,4717
496,2012-05-10,2,1,5,0,4,1,1,20.7,24.6,55.2,21.0,1026,5546,6572
497,2012-05-11,2,1,5,0,5,1,1,21.9,26.0,36.0,15.9,1319,5711,7030
498,2012-05-12,2,1,5,0,6,0,1,23.1,27.2,48.0,8.2,2622,4807,7429
499,2012-05-13,2,1,5,0,0,0,1,25.1,29.3,57.6,15.1,2172,3946,6118
500,2012-05-14,2,1,5,0,1,1,2,23.5,27.5,79.0,14.3,342,2501,2843
501,2012-05-15,2,1,5,0,2,1,2,25.1,28.8,79.5,9.9,625,4490,5115
502,2012-05-16,2,1,5,0,3,1,1,26.1,29.8,69.8,8.2,991,6433,7424
503,2012-05-17,2,1,5,0,4,1,1,24.3,28.6,52.0,15.4,1242,6142,7384
504,2012-05-18,2,1,5,0,5,1,1,23.1,27.6,52.3,9.2,1521,6118,7639
505,2012-05-19,2,1,5,0,6,0,1,24.6,28.3,45.6,5.6,3410,4884,8294
506,2012-05-20,2,1,5,0,0,0,1,25.5,29.2,53.0,17.0,2704,4425,7129
507,2012-05-21,2,1,5,0,1,1,2,24.5,28.3,81.1,15.6,630,3729,4359
508,2012-05-22,2,1,5,0,2,1,2,25.2,29.0,76.6,7.9,819,5254,6073
509,2012-05-23,2,1,5,0,3,1,2,25.5,29.2,77.5,6.8,766,4494,5260
510,2012-05-24,2,1,5,0,4,1,1,26.9,30.3,71.7,11.6,1059,5711,6770
511,2012-05-25,2,1,5,0,5,1,1,27.9,31.4,74.7,9.4,1417,5317,6734
512,2012-05-26,2,1,5,0,6,0,1,28.4,32.1,73.2,13.3,2855,3681,6536
513,2012-05-27,2,1,5,0,0,0,1,28.3,32.1,69.7,14.4,3283,3308,6591
514,2012-05-28,2,1,5,1,1,0,1,29.2,34.0,67.6,13.2,2557,3486,6043
515,2012-05-29,2,1,5,0,2,1,1,29.6,33.6,68.5,19.8,880,4863,5743
516,2012-05-30,2,1,5,0,3,1,2,26.9,30.6,67.0,9.0,745,6110,6855
517,2012-05-31,2,1,5,0,4,1,1,27.9,31.6,49.3,13.1,1100,6238,7338
518,2012-06-01,2,1,6,0,5,1,2,26.8,30.4,75.5,15.9,533,3594,4127
519,2012-06-02,2,1,6,0,6,0,1,23.9,28.3,54.9,12.5,2795,5325,8120
520,2012-06-03,2,1,6,0,0,0,1,24.7,28.8,49.3,12.3,2494,5147,7641
521,2012-06-04,2,1,6,0,1,1,1,24.5,28.9,48.7,19.1,1071,5927,6998
522,2012-06-05,2,1,6,0,2,1,2,22.2,26.3,61.3,14.0,968,6033,7001
523,2012-06-06,2,1,6,0,3,1,1,22.7,27.1,61.1,5.2,1027,6028,7055
524,2012-06-07,2,1,6,0,4,1,1,24.7,28.5,56.7,10.5,1038,6456,7494
525,2012-06-08,2,1,6,0,5,1,1,26.6,29.9,46.8,11.8,1488,6248,7736
526,2012-06-09,2,1,6,0,6,0,1,29.1,32.4,43.7,9.7,2708,4790,7498
527,2012-06-10,2,1,6,0,0,0,1,29.8,33.2,53.8,9.0,2224,4374,6598
528,2012-06-11,2,1,6,0,1,1,2,29.6,33.0,58.8,13.9,1017,5647,6664
529,2012-06-12,2,1,6,0,2,1,2,26.8,29.9,83.3,14.4,477,4495,4972
530,2012-06-13,2,1,6,0,3,1,1,26.9,30.6,58.2,23.0,1173,6248,7421
531,2012-06-14,2,1,6,0,4,1,1,26.6,31.2,57.0,17.0,1180,6183,7363
532,2012-06-15,2,1,6,0,5,1,1,26.2,30.0,59.0,11.8,1563,6102,7665
533,2012-06-16,2,1,6,0,6,0,1,25.9,29.7,50.4,11.2,2963,4739,7702
534,2012-06-17,2,1,6,0,0,0,1,24.3,28.6,59.9,9.7,2634,4344,6978
535,2012-06-18,2,1,6,0,1,1,2,23.3,27.2,77.8,11.7,653,4446,5099
536,2012-06-19,2,1,6,0,2,1,1,28.2,32.7,69.0,9.9,968,5857,6825
537,2012-06-20,2,1,6,0,3,1,1,32.1,36.0,59.2,7.6,872,5339,6211
538,2012-06-21,3,1,6,0,4,1,1,33.0,37.6,56.8,8.0,778,5127,5905
539,2012-06-22,3,1,6,0,5,1,1,31.9,36.2,57.4,12.3,964,4859,5823
540,2012-06-23,3,1,6,0,6,0,1,30.0,32.6,53.5,12.0,2657,4801,7458
541,2012-06-24,3,1,6,0,0,0,1,30.5,33.7,47.9,9.8,2551,4340,6891
542,2012-06-25,3,1,6,0,1,1,1,29.3,32.7,50.4,20.1,1139,5640,6779
543,2012-06-26,3,1,6,0,2,1,1,25.9,29.7,37.3,23.3,1077,6365,7442
544,2012-06-27,3,1,6,0,3,1,1,28.6,32.0,36.0,18.2,1077,6258,7335
545,2012-06-28,3,1,6,0,4,1,1,30.7,33.8,42.2,11.5,921,5958,6879
546,2012-06-29,3,1,6,0,5,1,1,34.2,39.3,48.9,11.1,829,4634,5463
547,2012-06-30,3,1,6,0,6,0,1,31.4,34.4,60.1,10.8,1455,4232,5687
548,2012-07-01,3,1,7,0,0,0,1,33.4,37.5,51.9,11.3,1421,4110,5531
549,2012-07-02,3,1,7,0,1,1,1,32.0,35.1,44.7,13.1,904,5323,6227
550,2012-07-03,3,1,7,0,2,1,1,32.0,35.1,49.2,8.5,1052,5608,6660
551,2012-07-04,3,1,7,1,3,0,1,32.4,36.6,53.9,9.0,2562,4841,7403
552,2012-07-05,3,1,7,0,4,1,1,33.9,38.1,45.8,13.0,1405,4836,6241
553,2012-07-06,3,1,7,0,5,1,1,34.0,37.6,45.1,9.8,1366,4841,6207
554,2012-07-07,3,1,7,0,6,0,1,35.3,40.2,49.2,11.0,1448,3392,4840
555,2012-07-08,3,1,7,0,0,0,1,33.7,39.5,57.4,8.4,1203,3469,4672
556,2012-07-09,3,1,7,0,1,1,2,29.1,32.7,68.3,12.1,998,5571,6569
557,2012-07-10,3,1,7,0,2,1,2,29.6,33.2,66.8,10.2,954,5336,6290
558,2012-07-11,3,1,7,0,3,1,1,29.4,32.5,63.3,10.2,975,6289,7264
559,2012-07-12,3,1,7,0,4,1,1,29.3,32.7,53.0,9.8,1032,6414,7446
560,2012-07-13,3,1,7,0,5,1,2,30.0,33.4,48.6,5.4,1511,5988,7499
561,2012-07-14,3,1,7,0,6,0,2,28.8,33.3,69.9,9.6,2355,4614,6969
562,2012-07-15,3,1,7,0,0,0,1,30.6,35.3,71.8,11.2,1920,4111,6031
563,2012-07-16,3,1,7,0,1,1,1,31.3,36.2,64.5,11.0,1088,5742,6830
564,2012-07-17,3,1,7,0,2,1,1,33.6,37.8,50.6,7.7,921,5865,6786
565,2012-07-18,3,1,7,0,3,1,1,32.5,37.3,57.7,9.2,799,4914,5713
566,2012-07-19,3,1,7,0,4,1,1,31.6,35.7,60.0,11.1,888,5703,6591
567,2012-07-20,3,1,7,0,5,1,2,27.3,30.7,84.4,14.0,747,5123,5870
568,2012-07-21,3,1,7,0,6,0,3,24.4,27.5,86.5,14.3,1264,3195,4459
569,2012-07-22,3,1,7,0,0,0,2,27.4,31.2,76.2,6.3,2544,4866,7410
570,2012-07-23,3,1,7,0,1,1,1,30.4,34.5,69.4,9.3,1135,5831,6966
571,2012-07-24,3,1,7,0,2,1,1,30.8,35.3,65.5,14.2,1140,6452,7592
572,2012-07-25,3,1,7,0,3,1,1,29.7,32.7,45.0,11.0,1383,6790,8173
573,2012-07-26,3,1,7,0,4,1,1,31.8,37.0,59.7,19.1,1036,5825,6861
574,2012-07-27,3,1,7,0,5,1,1,32.0,36.7,59.5,10.3,1259,5645,6904
575,2012-07-28,3,1,7,0,6,0,1,31.0,34.9,61.3,10.5,2234,4451,6685
576,2012-07-29,3,1,7,0,0,0,1,29.6,33.4,62.4,11.4,2153,4444,6597
577,2012-07-30,3,1,7,0,1,1,1,30.0,34.2,66.9,10.3,1040,6065,7105
578,2012-07-31,3,1,7,0,2,1,1,29.2,33.1,70.4,11.1,968,6248,7216
579,2012-08-01,3,1,8,0,3,1,1,29.4,33.4,67.8,9.5,1074,6506,7580
580,2012-08-02,3,1,8,0,4,1,1,30.9,35.4,66.0,8.7,983,6278,7261
581,2012-08-03,3,1,8,0,5,1,2,31.4,36.1,64.2,14.5,1328,5847,7175
582,2012-08-04,3,1,8,0,6,0,1,32.5,37.6,61.3,17.2,2345,4479,6824
583,2012-08-05,3,1,8,0,0,0,1,31.5,36.6,65.2,19.5,1707,3757,5464
584,2012-08-06,3,1,8,0,1,1,2,30.9,35.5,65.4,8.7,1233,5780,7013
585,2012-08-07,3,1,8,0,2,1,2,30.2,34.9,70.4,7.8,1278,5995,7273
586,2012-08-08,3,1,8,0,3,1,2,30.8,35.4,67.3,7.4,1263,6271,7534
587,2012-08-09,3,1,8,0,4,1,1,31.0,35.0,62.0,10.5,1196,6090,7286
588,2012-08-10,3,1,8,0,5,1,2,29.3,33.4,71.6,16.0,1065,4721,5786
